Indicator,Market,Destination,Units,period_date,value
PPPD,Total,Statewide,dollar,2014-04-01,190.42
PPPD,US Total,Statewide,dollar,2014-04-01,173.48
PPPD,Japan,Statewide,dollar,2014-04-01,275.02
PPPD,Canada,Statewide,dollar,2014-04-01,156.19
PPPD,Europe,Statewide,dollar,2014-04-01,181.47
PPPD,Oceania,Statewide,dollar,2014-04-01,265.59
PPPD,Other Asia,Statewide,dollar,2014-04-01,
PPPD,China,Statewide,dollar,2014-04-01,395.66
PPPD,Korea,Statewide,dollar,2014-04-01,282.94
PPPD,Latin America,Statewide,dollar,2014-04-01,
PPPD,Visitors by ship,Statewide,dollar,2014-04-01,67.41
PPPT,Total,Statewide,dollar,2014-04-01,1664.02
PPPT,US Total,Statewide,dollar,2014-04-01,1589.58
PPPT,Japan,Statewide,dollar,2014-04-01,1592.77
PPPT,Canada,Statewide,dollar,2014-04-01,1919.06
PPPT,Europe,Statewide,dollar,2014-04-01,2152.95
PPPT,Oceania,Statewide,dollar,2014-04-01,2435.77
PPPT,Other Asia,Statewide,dollar,2014-04-01,
PPPT,China,Statewide,dollar,2014-04-01,2393.82
PPPT,Korea,Statewide,dollar,2014-04-01,1826.13
PPPT,Latin America,Statewide,dollar,2014-04-01,
PPPT,Visitors by ship,Statewide,dollar,2014-04-01,385.96
Visitor arrivals,Total,Statewide,persons,2014-05-01,650799.0
Visitor arrivals,US Total,Statewide,persons,2014-05-01,404598.0
Visitor arrivals,US Total,Oahu,persons,2014-05-01,
Visitor arrivals,US Total,Kauai,persons,2014-05-01,
Visitor arrivals,US Total,Maui County,persons,2014-05-01,
Visitor arrivals,US Total,Maui Island,persons,2014-05-01,
Visitor arrivals,US Total,Molokai,persons,2014-05-01,
Visitor arrivals,US Total,Lanai,persons,2014-05-01,
Visitor arrivals,US Total,Hawaii Island,persons,2014-05-01,
Visitor arrivals,US Total,Hilo,persons,2014-05-01,
Visitor arrivals,US Total,Kona,persons,2014-05-01,
Visitor arrivals,Japan,Statewide,persons,2014-05-01,108547.0
Visitor arrivals,Japan,Oahu,persons,2014-05-01,
Visitor arrivals,Japan,Kauai,persons,2014-05-01,
Visitor arrivals,Japan,Maui County,persons,2014-05-01,
Visitor arrivals,Japan,Maui Island,persons,2014-05-01,
Visitor arrivals,Japan,Molokai,persons,2014-05-01,
Visitor arrivals,Japan,Lanai,persons,2014-05-01,
Visitor arrivals,Japan,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Japan,Hilo,persons,2014-05-01,
Visitor arrivals,Japan,Kona,persons,2014-05-01,
Visitor arrivals,Canada,Statewide,persons,2014-05-01,29449.0
Visitor arrivals,Canada,Oahu,persons,2014-05-01,
Visitor arrivals,Canada,Kauai,persons,2014-05-01,
Visitor arrivals,Canada,Maui County,persons,2014-05-01,
Visitor arrivals,Canada,Maui Island,persons,2014-05-01,
Visitor arrivals,Canada,Molokai,persons,2014-05-01,
Visitor arrivals,Canada,Lanai,persons,2014-05-01,
Visitor arrivals,Canada,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Canada,Hilo,persons,2014-05-01,
Visitor arrivals,Canada,Kona,persons,2014-05-01,
Visitor arrivals,Europe,Statewide,persons,2014-05-01,10974.0
Visitor arrivals,Europe,Oahu,persons,2014-05-01,
Visitor arrivals,Europe,Kauai,persons,2014-05-01,
Visitor arrivals,Europe,Maui County,persons,2014-05-01,
Visitor arrivals,Europe,Maui Island,persons,2014-05-01,
Visitor arrivals,Europe,Molokai,persons,2014-05-01,
Visitor arrivals,Europe,Lanai,persons,2014-05-01,
Visitor arrivals,Europe,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Europe,Hilo,persons,2014-05-01,
Visitor arrivals,Europe,Kona,persons,2014-05-01,
Visitor arrivals,United Kingdom,Statewide,persons,2014-05-01,4004.0
Visitor arrivals,France,Statewide,persons,2014-05-01,1485.0
Visitor arrivals,Germany,Statewide,persons,2014-05-01,3570.0
Visitor arrivals,Italy,Statewide,persons,2014-05-01,553.0
Visitor arrivals,Switzerland,Statewide,persons,2014-05-01,1362.0
Visitor arrivals,Oceania,Statewide,persons,2014-05-01,32936.0
Visitor arrivals,Oceania,Oahu,persons,2014-05-01,
Visitor arrivals,Oceania,Kauai,persons,2014-05-01,
Visitor arrivals,Oceania,Maui County,persons,2014-05-01,
Visitor arrivals,Oceania,Maui Island,persons,2014-05-01,
Visitor arrivals,Oceania,Molokai,persons,2014-05-01,
Visitor arrivals,Oceania,Lanai,persons,2014-05-01,
Visitor arrivals,Oceania,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Oceania,Hilo,persons,2014-05-01,
Visitor arrivals,Oceania,Kona,persons,2014-05-01,
Visitor arrivals,Australia,Statewide,persons,2014-05-01,27285.0
Visitor arrivals,Australia,Oahu,persons,2014-05-01,
Visitor arrivals,Australia,Kauai,persons,2014-05-01,
Visitor arrivals,Australia,Maui County,persons,2014-05-01,
Visitor arrivals,Australia,Maui Island,persons,2014-05-01,
Visitor arrivals,Australia,Molokai,persons,2014-05-01,
Visitor arrivals,Australia,Lanai,persons,2014-05-01,
Visitor arrivals,Australia,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Australia,Hilo,persons,2014-05-01,
Visitor arrivals,Australia,Kona,persons,2014-05-01,
Visitor arrivals,New Zealand,Statewide,persons,2014-05-01,5652.0
Visitor arrivals,New Zealand,Oahu,persons,2014-05-01,
Visitor arrivals,New Zealand,Kauai,persons,2014-05-01,
Visitor arrivals,New Zealand,Maui County,persons,2014-05-01,
Visitor arrivals,New Zealand,Maui Island,persons,2014-05-01,
Visitor arrivals,New Zealand,Molokai,persons,2014-05-01,
Visitor arrivals,New Zealand,Lanai,persons,2014-05-01,
Visitor arrivals,New Zealand,Hawaii Island,persons,2014-05-01,
Visitor arrivals,New Zealand,Hilo,persons,2014-05-01,
Visitor arrivals,New Zealand,Kona,persons,2014-05-01,
Visitor arrivals,Other Asia,Statewide,persons,2014-05-01,32982.0
Visitor arrivals,Other Asia,Oahu,persons,2014-05-01,
Visitor arrivals,Other Asia,Kauai,persons,2014-05-01,
Visitor arrivals,Other Asia,Maui County,persons,2014-05-01,
Visitor arrivals,Other Asia,Maui Island,persons,2014-05-01,
Visitor arrivals,Other Asia,Molokai,persons,2014-05-01,
Visitor arrivals,Other Asia,Lanai,persons,2014-05-01,
Visitor arrivals,Other Asia,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Other Asia,Hilo,persons,2014-05-01,
Visitor arrivals,Other Asia,Kona,persons,2014-05-01,
Visitor arrivals,China,Statewide,persons,2014-05-01,15885.0
Visitor arrivals,China,Oahu,persons,2014-05-01,
Visitor arrivals,China,Kauai,persons,2014-05-01,
Visitor arrivals,China,Maui County,persons,2014-05-01,
Visitor arrivals,China,Maui Island,persons,2014-05-01,
Visitor arrivals,China,Molokai,persons,2014-05-01,
Visitor arrivals,China,Lanai,persons,2014-05-01,
Visitor arrivals,China,Hawaii Island,persons,2014-05-01,
Visitor arrivals,China,Hilo,persons,2014-05-01,
Visitor arrivals,China,Kona,persons,2014-05-01,
Visitor arrivals,Hong Kong,Statewide,persons,2014-05-01,747.0
Visitor arrivals,Korea,Statewide,persons,2014-05-01,14472.0
Visitor arrivals,Korea,Oahu,persons,2014-05-01,
Visitor arrivals,Korea,Kauai,persons,2014-05-01,
Visitor arrivals,Korea,Maui County,persons,2014-05-01,
Visitor arrivals,Korea,Maui Island,persons,2014-05-01,
Visitor arrivals,Korea,Molokai,persons,2014-05-01,
Visitor arrivals,Korea,Lanai,persons,2014-05-01,
Visitor arrivals,Korea,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Korea,Hilo,persons,2014-05-01,
Visitor arrivals,Korea,Kona,persons,2014-05-01,
Visitor arrivals,Singapore,Statewide,persons,2014-05-01,577.0
Visitor arrivals,Taiwan,Statewide,persons,2014-05-01,1302.0
Visitor arrivals,Taiwan,Oahu,persons,2014-05-01,
Visitor arrivals,Taiwan,Kauai,persons,2014-05-01,
Visitor arrivals,Taiwan,Maui County,persons,2014-05-01,
Visitor arrivals,Taiwan,Maui Island,persons,2014-05-01,
Visitor arrivals,Taiwan,Molokai,persons,2014-05-01,
Visitor arrivals,Taiwan,Lanai,persons,2014-05-01,
Visitor arrivals,Taiwan,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Taiwan,Hilo,persons,2014-05-01,
Visitor arrivals,Taiwan,Kona,persons,2014-05-01,
Visitor arrivals,Latin America,Statewide,persons,2014-05-01,2064.0
Visitor arrivals,Latin America,Oahu,persons,2014-05-01,
Visitor arrivals,Latin America,Kauai,persons,2014-05-01,
Visitor arrivals,Latin America,Maui County,persons,2014-05-01,
Visitor arrivals,Latin America,Maui Island,persons,2014-05-01,
Visitor arrivals,Latin America,Molokai,persons,2014-05-01,
Visitor arrivals,Latin America,Lanai,persons,2014-05-01,
Visitor arrivals,Latin America,Hawaii Island,persons,2014-05-01,
Visitor arrivals,Latin America,Hilo,persons,2014-05-01,
Visitor arrivals,Latin America,Kona,persons,2014-05-01,
Visitor arrivals,Argentina,Statewide,persons,2014-05-01,311.0
Visitor arrivals,Brazil,Statewide,persons,2014-05-01,1078.0
Visitor arrivals,Mexico,Statewide,persons,2014-05-01,675.0
Visitor arrivals,Visitors by ship,Statewide,persons,2014-05-01,7013.0
Visitor days,Total,Statewide,days,2014-05-01,5691381.0
Visitor days,US Total,Statewide,days,2014-05-01,3818700.0
Visitor days,Japan,Statewide,days,2014-05-01,619054.0
Visitor days,Canada,Statewide,days,2014-05-01,332713.0
Visitor days,Europe,Statewide,days,2014-05-01,135889.0
Visitor days,United Kingdom,Statewide,days,2014-05-01,42303.0
Visitor days,France,Statewide,days,2014-05-01,17260.0
Visitor days,Germany,Statewide,days,2014-05-01,47352.0
Visitor days,Italy,Statewide,days,2014-05-01,6657.0
Visitor days,Switzerland,Statewide,days,2014-05-01,22317.0
Visitor days,Oceania,Statewide,days,2014-05-01,294455.0
Visitor days,Australia,Statewide,days,2014-05-01,247187.0
Visitor days,New Zealand,Statewide,days,2014-05-01,47268.0
Visitor days,Other Asia,Statewide,days,2014-05-01,205227.0
Visitor days,China,Statewide,days,2014-05-01,93082.0
Visitor days,Hong Kong,Statewide,days,2014-05-01,8783.0
Visitor days,Korea,Statewide,days,2014-05-01,89922.0
Visitor days,Singapore,Statewide,days,2014-05-01,3656.0
Visitor days,Taiwan,Statewide,days,2014-05-01,9783.0
Visitor days,Latin America,Statewide,days,2014-05-01,21188.0
Visitor days,Argentina,Statewide,days,2014-05-01,3643.0
Visitor days,Brazil,Statewide,days,2014-05-01,11089.0
Visitor days,Mexico,Statewide,days,2014-05-01,6456.0
Visitor days,Visitors by ship,Statewide,days,2014-05-01,37274.0
Expenditure,Total,Statewide,$ mil,2014-05-01,1077.92
Expenditure,US Total,Statewide,$ mil,2014-05-01,637.54
Expenditure,Japan,Statewide,$ mil,2014-05-01,173.07
Expenditure,Canada,Statewide,$ mil,2014-05-01,51.61
Expenditure,Europe,Statewide,$ mil,2014-05-01,24.66
Expenditure,Oceania,Statewide,$ mil,2014-05-01,69.19
Expenditure,Other Asia,Statewide,$ mil,2014-05-01,
Expenditure,China,Statewide,$ mil,2014-05-01,33.84
Expenditure,Korea,Statewide,$ mil,2014-05-01,26.44
Expenditure,Latin America,Statewide,$ mil,2014-05-01,
Expenditure,Visitors by ship,Statewide,$ mil,2014-05-01,2.69
Daily census,Total,Statewide,persons,2014-05-01,183593.0
Daily census,US Total,Statewide,persons,2014-05-01,123184.0
Daily census,Japan,Statewide,persons,2014-05-01,19969.0
Daily census,Canada,Statewide,persons,2014-05-01,10733.0
Daily census,Europe,Statewide,persons,2014-05-01,4384.0
Daily census,United Kingdom,Statewide,persons,2014-05-01,1365.0
Daily census,France,Statewide,persons,2014-05-01,557.0
Daily census,Germany,Statewide,persons,2014-05-01,1527.0
Daily census,Italy,Statewide,persons,2014-05-01,215.0
Daily census,Switzerland,Statewide,persons,2014-05-01,720.0
Daily census,Oceania,Statewide,persons,2014-05-01,9499.0
Daily census,Australia,Statewide,persons,2014-05-01,7974.0
Daily census,New Zealand,Statewide,persons,2014-05-01,1525.0
Daily census,Other Asia,Statewide,persons,2014-05-01,6620.0
Daily census,China,Statewide,persons,2014-05-01,3003.0
Daily census,Hong Kong,Statewide,persons,2014-05-01,283.0
Daily census,Korea,Statewide,persons,2014-05-01,2901.0
Daily census,Singapore,Statewide,persons,2014-05-01,118.0
Daily census,Taiwan,Statewide,persons,2014-05-01,316.0
Daily census,Latin America,Statewide,persons,2014-05-01,683.0
Daily census,Argentina,Statewide,persons,2014-05-01,118.0
Daily census,Brazil,Statewide,persons,2014-05-01,358.0
Daily census,Mexico,Statewide,persons,2014-05-01,208.0
Daily census,Visitors by ship,Statewide,persons,2014-05-01,1202.0
Length of stay,Total,Statewide,days,2014-05-01,8.75
Length of stay,US Total,Statewide,days,2014-05-01,9.44
Length of stay,Japan,Statewide,days,2014-05-01,5.7
Length of stay,Canada,Statewide,days,2014-05-01,11.3
Length of stay,Europe,Statewide,days,2014-05-01,12.38
Length of stay,United Kingdom,Statewide,days,2014-05-01,10.56
Length of stay,France,Statewide,days,2014-05-01,11.62
Length of stay,Germany,Statewide,days,2014-05-01,13.26
Length of stay,Italy,Statewide,days,2014-05-01,12.03
Length of stay,Switzerland,Statewide,days,2014-05-01,16.39
Length of stay,Oceania,Statewide,days,2014-05-01,8.94
Length of stay,Australia,Statewide,days,2014-05-01,9.06
Length of stay,New Zealand,Statewide,days,2014-05-01,8.36
Length of stay,Other Asia,Statewide,days,2014-05-01,6.22
Length of stay,China,Statewide,days,2014-05-01,5.86
Length of stay,Hong Kong,Statewide,days,2014-05-01,11.76
Length of stay,Korea,Statewide,days,2014-05-01,6.21
Length of stay,Singapore,Statewide,days,2014-05-01,6.34
Length of stay,Taiwan,Statewide,days,2014-05-01,7.52
Length of stay,Latin America,Statewide,days,2014-05-01,10.27
Length of stay,Argentina,Statewide,days,2014-05-01,11.72
Length of stay,Brazil,Statewide,days,2014-05-01,10.29
Length of stay,Mexico,Statewide,days,2014-05-01,9.56
Length of stay,Visitors by ship,Statewide,days,2014-05-01,5.31
PPPD,Total,Statewide,dollar,2014-05-01,189.39
PPPD,US Total,Statewide,dollar,2014-05-01,166.95
PPPD,Japan,Statewide,dollar,2014-05-01,279.58
PPPD,Canada,Statewide,dollar,2014-05-01,155.12
PPPD,Europe,Statewide,dollar,2014-05-01,181.47
PPPD,Oceania,Statewide,dollar,2014-05-01,234.97
PPPD,Other Asia,Statewide,dollar,2014-05-01,
PPPD,China,Statewide,dollar,2014-05-01,363.59
PPPD,Korea,Statewide,dollar,2014-05-01,294.07
PPPD,Latin America,Statewide,dollar,2014-05-01,
PPPD,Visitors by ship,Statewide,dollar,2014-05-01,72.09
PPPT,Total,Statewide,dollar,2014-05-01,1656.3
PPPT,US Total,Statewide,dollar,2014-05-01,1575.74
PPPT,Japan,Statewide,dollar,2014-05-01,1594.46
PPPT,Canada,Statewide,dollar,2014-05-01,1752.5
PPPT,Europe,Statewide,dollar,2014-05-01,2246.99
PPPT,Oceania,Statewide,dollar,2014-05-01,2100.65
PPPT,Other Asia,Statewide,dollar,2014-05-01,
PPPT,China,Statewide,dollar,2014-05-01,2130.52
PPPT,Korea,Statewide,dollar,2014-05-01,1827.27
PPPT,Latin America,Statewide,dollar,2014-05-01,
PPPT,Visitors by ship,Statewide,dollar,2014-05-01,383.15
Visitor arrivals,Total,Statewide,persons,2014-06-01,725409.0
Visitor arrivals,US Total,Statewide,persons,2014-06-01,487022.0
Visitor arrivals,US Total,Oahu,persons,2014-06-01,
Visitor arrivals,US Total,Kauai,persons,2014-06-01,
Visitor arrivals,US Total,Maui County,persons,2014-06-01,
Visitor arrivals,US Total,Maui Island,persons,2014-06-01,
Visitor arrivals,US Total,Molokai,persons,2014-06-01,
Visitor arrivals,US Total,Lanai,persons,2014-06-01,
Visitor arrivals,US Total,Hawaii Island,persons,2014-06-01,
Visitor arrivals,US Total,Hilo,persons,2014-06-01,
Visitor arrivals,US Total,Kona,persons,2014-06-01,
Visitor arrivals,Japan,Statewide,persons,2014-06-01,121770.0
Visitor arrivals,Japan,Oahu,persons,2014-06-01,
Visitor arrivals,Japan,Kauai,persons,2014-06-01,
Visitor arrivals,Japan,Maui County,persons,2014-06-01,
Visitor arrivals,Japan,Maui Island,persons,2014-06-01,
Visitor arrivals,Japan,Molokai,persons,2014-06-01,
Visitor arrivals,Japan,Lanai,persons,2014-06-01,
Visitor arrivals,Japan,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Japan,Hilo,persons,2014-06-01,
Visitor arrivals,Japan,Kona,persons,2014-06-01,
Visitor arrivals,Canada,Statewide,persons,2014-06-01,17093.0
Visitor arrivals,Canada,Oahu,persons,2014-06-01,
Visitor arrivals,Canada,Kauai,persons,2014-06-01,
Visitor arrivals,Canada,Maui County,persons,2014-06-01,
Visitor arrivals,Canada,Maui Island,persons,2014-06-01,
Visitor arrivals,Canada,Molokai,persons,2014-06-01,
Visitor arrivals,Canada,Lanai,persons,2014-06-01,
Visitor arrivals,Canada,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Canada,Hilo,persons,2014-06-01,
Visitor arrivals,Canada,Kona,persons,2014-06-01,
Visitor arrivals,Europe,Statewide,persons,2014-06-01,9577.0
Visitor arrivals,Europe,Oahu,persons,2014-06-01,
Visitor arrivals,Europe,Kauai,persons,2014-06-01,
Visitor arrivals,Europe,Maui County,persons,2014-06-01,
Visitor arrivals,Europe,Maui Island,persons,2014-06-01,
Visitor arrivals,Europe,Molokai,persons,2014-06-01,
Visitor arrivals,Europe,Lanai,persons,2014-06-01,
Visitor arrivals,Europe,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Europe,Hilo,persons,2014-06-01,
Visitor arrivals,Europe,Kona,persons,2014-06-01,
Visitor arrivals,United Kingdom,Statewide,persons,2014-06-01,3335.0
Visitor arrivals,France,Statewide,persons,2014-06-01,1632.0
Visitor arrivals,Germany,Statewide,persons,2014-06-01,2580.0
Visitor arrivals,Italy,Statewide,persons,2014-06-01,815.0
Visitor arrivals,Switzerland,Statewide,persons,2014-06-01,1215.0
Visitor arrivals,Oceania,Statewide,persons,2014-06-01,33633.0
Visitor arrivals,Oceania,Oahu,persons,2014-06-01,
Visitor arrivals,Oceania,Kauai,persons,2014-06-01,
Visitor arrivals,Oceania,Maui County,persons,2014-06-01,
Visitor arrivals,Oceania,Maui Island,persons,2014-06-01,
Visitor arrivals,Oceania,Molokai,persons,2014-06-01,
Visitor arrivals,Oceania,Lanai,persons,2014-06-01,
Visitor arrivals,Oceania,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Oceania,Hilo,persons,2014-06-01,
Visitor arrivals,Oceania,Kona,persons,2014-06-01,
Visitor arrivals,Australia,Statewide,persons,2014-06-01,27679.0
Visitor arrivals,Australia,Oahu,persons,2014-06-01,
Visitor arrivals,Australia,Kauai,persons,2014-06-01,
Visitor arrivals,Australia,Maui County,persons,2014-06-01,
Visitor arrivals,Australia,Maui Island,persons,2014-06-01,
Visitor arrivals,Australia,Molokai,persons,2014-06-01,
Visitor arrivals,Australia,Lanai,persons,2014-06-01,
Visitor arrivals,Australia,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Australia,Hilo,persons,2014-06-01,
Visitor arrivals,Australia,Kona,persons,2014-06-01,
Visitor arrivals,New Zealand,Statewide,persons,2014-06-01,5954.0
Visitor arrivals,New Zealand,Oahu,persons,2014-06-01,
Visitor arrivals,New Zealand,Kauai,persons,2014-06-01,
Visitor arrivals,New Zealand,Maui County,persons,2014-06-01,
Visitor arrivals,New Zealand,Maui Island,persons,2014-06-01,
Visitor arrivals,New Zealand,Molokai,persons,2014-06-01,
Visitor arrivals,New Zealand,Lanai,persons,2014-06-01,
Visitor arrivals,New Zealand,Hawaii Island,persons,2014-06-01,
Visitor arrivals,New Zealand,Hilo,persons,2014-06-01,
Visitor arrivals,New Zealand,Kona,persons,2014-06-01,
Visitor arrivals,Other Asia,Statewide,persons,2014-06-01,30354.0
Visitor arrivals,Other Asia,Oahu,persons,2014-06-01,
Visitor arrivals,Other Asia,Kauai,persons,2014-06-01,
Visitor arrivals,Other Asia,Maui County,persons,2014-06-01,
Visitor arrivals,Other Asia,Maui Island,persons,2014-06-01,
Visitor arrivals,Other Asia,Molokai,persons,2014-06-01,
Visitor arrivals,Other Asia,Lanai,persons,2014-06-01,
Visitor arrivals,Other Asia,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Other Asia,Hilo,persons,2014-06-01,
Visitor arrivals,Other Asia,Kona,persons,2014-06-01,
Visitor arrivals,China,Statewide,persons,2014-06-01,13387.0
Visitor arrivals,China,Oahu,persons,2014-06-01,
Visitor arrivals,China,Kauai,persons,2014-06-01,
Visitor arrivals,China,Maui County,persons,2014-06-01,
Visitor arrivals,China,Maui Island,persons,2014-06-01,
Visitor arrivals,China,Molokai,persons,2014-06-01,
Visitor arrivals,China,Lanai,persons,2014-06-01,
Visitor arrivals,China,Hawaii Island,persons,2014-06-01,
Visitor arrivals,China,Hilo,persons,2014-06-01,
Visitor arrivals,China,Kona,persons,2014-06-01,
Visitor arrivals,Hong Kong,Statewide,persons,2014-06-01,468.0
Visitor arrivals,Korea,Statewide,persons,2014-06-01,14201.0
Visitor arrivals,Korea,Oahu,persons,2014-06-01,
Visitor arrivals,Korea,Kauai,persons,2014-06-01,
Visitor arrivals,Korea,Maui County,persons,2014-06-01,
Visitor arrivals,Korea,Maui Island,persons,2014-06-01,
Visitor arrivals,Korea,Molokai,persons,2014-06-01,
Visitor arrivals,Korea,Lanai,persons,2014-06-01,
Visitor arrivals,Korea,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Korea,Hilo,persons,2014-06-01,
Visitor arrivals,Korea,Kona,persons,2014-06-01,
Visitor arrivals,Singapore,Statewide,persons,2014-06-01,481.0
Visitor arrivals,Taiwan,Statewide,persons,2014-06-01,1816.0
Visitor arrivals,Taiwan,Oahu,persons,2014-06-01,
Visitor arrivals,Taiwan,Kauai,persons,2014-06-01,
Visitor arrivals,Taiwan,Maui County,persons,2014-06-01,
Visitor arrivals,Taiwan,Maui Island,persons,2014-06-01,
Visitor arrivals,Taiwan,Molokai,persons,2014-06-01,
Visitor arrivals,Taiwan,Lanai,persons,2014-06-01,
Visitor arrivals,Taiwan,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Taiwan,Hilo,persons,2014-06-01,
Visitor arrivals,Taiwan,Kona,persons,2014-06-01,
Visitor arrivals,Latin America,Statewide,persons,2014-06-01,1541.0
Visitor arrivals,Latin America,Oahu,persons,2014-06-01,
Visitor arrivals,Latin America,Kauai,persons,2014-06-01,
Visitor arrivals,Latin America,Maui County,persons,2014-06-01,
Visitor arrivals,Latin America,Maui Island,persons,2014-06-01,
Visitor arrivals,Latin America,Molokai,persons,2014-06-01,
Visitor arrivals,Latin America,Lanai,persons,2014-06-01,
Visitor arrivals,Latin America,Hawaii Island,persons,2014-06-01,
Visitor arrivals,Latin America,Hilo,persons,2014-06-01,
Visitor arrivals,Latin America,Kona,persons,2014-06-01,
Visitor arrivals,Argentina,Statewide,persons,2014-06-01,218.0
Visitor arrivals,Brazil,Statewide,persons,2014-06-01,799.0
Visitor arrivals,Mexico,Statewide,persons,2014-06-01,524.0
Visitor arrivals,Visitors by ship,Statewide,persons,2014-06-01,1397.0
Visitor days,Total,Statewide,days,2014-06-01,6673615.0
Visitor days,US Total,Statewide,days,2014-06-01,4865192.0
Visitor days,Japan,Statewide,days,2014-06-01,701430.0
Visitor days,Canada,Statewide,days,2014-06-01,206096.0
Visitor days,Europe,Statewide,days,2014-06-01,120759.0
Visitor days,United Kingdom,Statewide,days,2014-06-01,35336.0
Visitor days,France,Statewide,days,2014-06-01,22942.0
Visitor days,Germany,Statewide,days,2014-06-01,32473.0
Visitor days,Italy,Statewide,days,2014-06-01,10915.0
Visitor days,Switzerland,Statewide,days,2014-06-01,19094.0
Visitor days,Oceania,Statewide,days,2014-06-01,313213.0
Visitor days,Australia,Statewide,days,2014-06-01,254590.0
Visitor days,New Zealand,Statewide,days,2014-06-01,58623.0
Visitor days,Other Asia,Statewide,days,2014-06-01,203008.0
Visitor days,China,Statewide,days,2014-06-01,75544.0
Visitor days,Hong Kong,Statewide,days,2014-06-01,3616.0
Visitor days,Korea,Statewide,days,2014-06-01,103449.0
Visitor days,Singapore,Statewide,days,2014-06-01,5261.0
Visitor days,Taiwan,Statewide,days,2014-06-01,15138.0
Visitor days,Latin America,Statewide,days,2014-06-01,19196.0
Visitor days,Argentina,Statewide,days,2014-06-01,3523.0
Visitor days,Brazil,Statewide,days,2014-06-01,9954.0
Visitor days,Mexico,Statewide,days,2014-06-01,5718.0
Visitor days,Visitors by ship,Statewide,days,2014-06-01,2125.0
Expenditure,Total,Statewide,$ mil,2014-06-01,1282.57
Expenditure,US Total,Statewide,$ mil,2014-06-01,836.87
Expenditure,Japan,Statewide,$ mil,2014-06-01,197.75
Expenditure,Canada,Statewide,$ mil,2014-06-01,31.99
Expenditure,Europe,Statewide,$ mil,2014-06-01,21.91
Expenditure,Oceania,Statewide,$ mil,2014-06-01,75.01
Expenditure,Other Asia,Statewide,$ mil,2014-06-01,
Expenditure,China,Statewide,$ mil,2014-06-01,26.84
Expenditure,Korea,Statewide,$ mil,2014-06-01,29.46
Expenditure,Latin America,Statewide,$ mil,2014-06-01,
Expenditure,Visitors by ship,Statewide,$ mil,2014-06-01,0.16
Daily census,Total,Statewide,persons,2014-06-01,222454.0
Daily census,US Total,Statewide,persons,2014-06-01,162173.0
Daily census,Japan,Statewide,persons,2014-06-01,23381.0
Daily census,Canada,Statewide,persons,2014-06-01,6870.0
Daily census,Europe,Statewide,persons,2014-06-01,4025.0
Daily census,United Kingdom,Statewide,persons,2014-06-01,1178.0
Daily census,France,Statewide,persons,2014-06-01,765.0
Daily census,Germany,Statewide,persons,2014-06-01,1082.0
Daily census,Italy,Statewide,persons,2014-06-01,364.0
Daily census,Switzerland,Statewide,persons,2014-06-01,636.0
Daily census,Oceania,Statewide,persons,2014-06-01,10440.0
Daily census,Australia,Statewide,persons,2014-06-01,8486.0
Daily census,New Zealand,Statewide,persons,2014-06-01,1954.0
Daily census,Other Asia,Statewide,persons,2014-06-01,6767.0
Daily census,China,Statewide,persons,2014-06-01,2518.0
Daily census,Hong Kong,Statewide,persons,2014-06-01,121.0
Daily census,Korea,Statewide,persons,2014-06-01,3448.0
Daily census,Singapore,Statewide,persons,2014-06-01,175.0
Daily census,Taiwan,Statewide,persons,2014-06-01,505.0
Daily census,Latin America,Statewide,persons,2014-06-01,640.0
Daily census,Argentina,Statewide,persons,2014-06-01,117.0
Daily census,Brazil,Statewide,persons,2014-06-01,332.0
Daily census,Mexico,Statewide,persons,2014-06-01,191.0
Daily census,Visitors by ship,Statewide,persons,2014-06-01,71.0
Length of stay,Total,Statewide,days,2014-06-01,9.2
Length of stay,US Total,Statewide,days,2014-06-01,9.99
Length of stay,Japan,Statewide,days,2014-06-01,5.76
Length of stay,Canada,Statewide,days,2014-06-01,12.06
Length of stay,Europe,Statewide,days,2014-06-01,12.61
Length of stay,United Kingdom,Statewide,days,2014-06-01,10.6
Length of stay,France,Statewide,days,2014-06-01,14.06
Length of stay,Germany,Statewide,days,2014-06-01,12.59
Length of stay,Italy,Statewide,days,2014-06-01,13.39
Length of stay,Switzerland,Statewide,days,2014-06-01,15.71
Length of stay,Oceania,Statewide,days,2014-06-01,9.31
Length of stay,Australia,Statewide,days,2014-06-01,9.2
Length of stay,New Zealand,Statewide,days,2014-06-01,9.85
Length of stay,Other Asia,Statewide,days,2014-06-01,6.69
