indicator,category,units,period_date,value
RevPAR,Oahu- Upper Upscale,dollar,2025-07-01,274.71
RevPAR,Maui CTY- Luxury,dollar,2025-07-01,682.41
RevPAR,Statewide- Midscale & Economy,dollar,2025-07-01,188.35
RevPAR,Oahu- Upscale,dollar,2025-07-01,177.95
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-07-01,277.45
RevPAR,Oahu- Upper Midscale,dollar,2025-07-01,145.38
RevPAR,Oahu- Midscale & Economy,dollar,2025-07-01,134.52
Occupancy,Statewide- All,percent,2025-08-01,74.1
Occupancy,Oahu- All,percent,2025-08-01,80.8
Occupancy,Maui CTY- All,percent,2025-08-01,62.0
Occupancy,Hawaii ISL- All,percent,2025-08-01,66.8
Occupancy,Kauai- All,percent,2025-08-01,75.3
Occupancy,Statewide- Luxury,percent,2025-08-01,67.1
Occupancy,Waikiki,percent,2025-08-01,82.4
Occupancy,Wailea,percent,2025-08-01,69.9
Occupancy,Kohala Coast,percent,2025-08-01,66.0
Occupancy,Statewide- Upper Upscale,percent,2025-08-01,76.7
Occupancy,Other Oahu,percent,2025-08-01,72.8
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-08-01,61.2
Occupancy,Statewide- Upscale,percent,2025-08-01,72.9
Occupancy,Oahu- Luxury,percent,2025-08-01,60.9
Occupancy,Other Maui CTY,percent,2025-08-01,62.8
Occupancy,Statewide- Upper Midscale,percent,2025-08-01,70.7
Occupancy,Oahu- Upper Upscale,percent,2025-08-01,84.0
Occupancy,Maui CTY- Luxury,percent,2025-08-01,66.8
Occupancy,Statewide- Midscale & Economy,percent,2025-08-01,77.8
Occupancy,Oahu- Upscale,percent,2025-08-01,79.8
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-08-01,60.9
Occupancy,Oahu- Upper Midscale,percent,2025-08-01,81.1
Occupancy,Oahu- Midscale & Economy,percent,2025-08-01,82.5
Avg daily rate,Statewide- All,dollar,2025-08-01,360.89
Avg daily rate,Oahu- All,dollar,2025-08-01,289.09
Avg daily rate,Maui CTY- All,dollar,2025-08-01,500.92
Avg daily rate,Hawaii ISL- All,dollar,2025-08-01,444.3
Avg daily rate,Kauai- All,dollar,2025-08-01,430.03
Avg daily rate,Statewide- Luxury,dollar,2025-08-01,856.68
Avg daily rate,Waikiki,dollar,2025-08-01,272.07
Avg daily rate,Wailea,dollar,2025-08-01,702.47
Avg daily rate,Kohala Coast,dollar,2025-08-01,603.39
Avg daily rate,Statewide- Upper Upscale,dollar,2025-08-01,321.5
Avg daily rate,Other Oahu,dollar,2025-08-01,385.82
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-08-01,394.58
Avg daily rate,Statewide- Upscale,dollar,2025-08-01,221.86
Avg daily rate,Oahu- Luxury,dollar,2025-08-01,784.13
Avg daily rate,Other Maui CTY,dollar,2025-08-01,615.02
Avg daily rate,Statewide- Upper Midscale,dollar,2025-08-01,190.04
Avg daily rate,Oahu- Upper Upscale,dollar,2025-08-01,295.01
Avg daily rate,Maui CTY- Luxury,dollar,2025-08-01,887.84
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-08-01,219.23
Avg daily rate,Oahu- Upscale,dollar,2025-08-01,208.87
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-08-01,361.63
Avg daily rate,Oahu- Upper Midscale,dollar,2025-08-01,162.71
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-08-01,152.1
RevPAR,Statewide- All,dollar,2025-08-01,267.58
RevPAR,Oahu- All,dollar,2025-08-01,233.6
RevPAR,Maui CTY- All,dollar,2025-08-01,310.44
RevPAR,Hawaii ISL- All,dollar,2025-08-01,296.73
RevPAR,Kauai- All,dollar,2025-08-01,323.7
RevPAR,Statewide- Luxury,dollar,2025-08-01,575.14
RevPAR,Waikiki,dollar,2025-08-01,224.21
RevPAR,Wailea,dollar,2025-08-01,490.79
RevPAR,Kohala Coast,dollar,2025-08-01,398.15
RevPAR,Statewide- Upper Upscale,dollar,2025-08-01,246.64
RevPAR,Other Oahu,dollar,2025-08-01,280.75
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-08-01,241.46
RevPAR,Statewide- Upscale,dollar,2025-08-01,161.68
RevPAR,Oahu- Luxury,dollar,2025-08-01,477.58
RevPAR,Other Maui CTY,dollar,2025-08-01,386.44
RevPAR,Statewide- Upper Midscale,dollar,2025-08-01,134.34
RevPAR,Oahu- Upper Upscale,dollar,2025-08-01,247.82
RevPAR,Maui CTY- Luxury,dollar,2025-08-01,592.98
RevPAR,Statewide- Midscale & Economy,dollar,2025-08-01,170.47
RevPAR,Oahu- Upscale,dollar,2025-08-01,166.7
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-08-01,220.39
RevPAR,Oahu- Upper Midscale,dollar,2025-08-01,131.91
RevPAR,Oahu- Midscale & Economy,dollar,2025-08-01,125.42
Occupancy,Statewide- All,percent,2025-09-01,69.7
Occupancy,Oahu- All,percent,2025-09-01,75.1
Occupancy,Maui CTY- All,percent,2025-09-01,59.3
Occupancy,Hawaii ISL- All,percent,2025-09-01,61.6
Occupancy,Kauai- All,percent,2025-09-01,74.7
Occupancy,Statewide- Luxury,percent,2025-09-01,57.5
Occupancy,Waikiki,percent,2025-09-01,76.5
Occupancy,Wailea,percent,2025-09-01,60.5
Occupancy,Kohala Coast,percent,2025-09-01,56.4
Occupancy,Statewide- Upper Upscale,percent,2025-09-01,73.3
Occupancy,Other Oahu,percent,2025-09-01,68.3
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-09-01,61.1
Occupancy,Statewide- Upscale,percent,2025-09-01,69.5
Occupancy,Oahu- Luxury,percent,2025-09-01,52.8
Occupancy,Other Maui CTY,percent,2025-09-01,57.3
Occupancy,Statewide- Upper Midscale,percent,2025-09-01,66.7
Occupancy,Oahu- Upper Upscale,percent,2025-09-01,78.9
Occupancy,Maui CTY- Luxury,percent,2025-09-01,55.9
Occupancy,Statewide- Midscale & Economy,percent,2025-09-01,74.2
Occupancy,Oahu- Upscale,percent,2025-09-01,73.0
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-09-01,61.3
Occupancy,Oahu- Upper Midscale,percent,2025-09-01,74.1
Occupancy,Oahu- Midscale & Economy,percent,2025-09-01,78.5
Avg daily rate,Statewide- All,dollar,2025-09-01,314.75
Avg daily rate,Oahu- All,dollar,2025-09-01,259.47
Avg daily rate,Maui CTY- All,dollar,2025-09-01,423.67
Avg daily rate,Hawaii ISL- All,dollar,2025-09-01,353.83
Avg daily rate,Kauai- All,dollar,2025-09-01,383.51
Avg daily rate,Statewide- Luxury,dollar,2025-09-01,704.09
Avg daily rate,Waikiki,dollar,2025-09-01,247.77
Avg daily rate,Wailea,dollar,2025-09-01,599.22
Avg daily rate,Kohala Coast,dollar,2025-09-01,480.18
Avg daily rate,Statewide- Upper Upscale,dollar,2025-09-01,294.33
Avg daily rate,Other Oahu,dollar,2025-09-01,326.47
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-09-01,345.76
Avg daily rate,Statewide- Upscale,dollar,2025-09-01,211.04
Avg daily rate,Oahu- Luxury,dollar,2025-09-01,655.72
Avg daily rate,Other Maui CTY,dollar,2025-09-01,515.1
Avg daily rate,Statewide- Upper Midscale,dollar,2025-09-01,183.45
Avg daily rate,Oahu- Upper Upscale,dollar,2025-09-01,269.66
Avg daily rate,Maui CTY- Luxury,dollar,2025-09-01,736.91
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-09-01,194.57
Avg daily rate,Oahu- Upscale,dollar,2025-09-01,196.94
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-09-01,331.36
Avg daily rate,Oahu- Upper Midscale,dollar,2025-09-01,157.89
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-09-01,140.44
RevPAR,Statewide- All,dollar,2025-09-01,219.41
RevPAR,Oahu- All,dollar,2025-09-01,194.97
RevPAR,Maui CTY- All,dollar,2025-09-01,251.22
RevPAR,Hawaii ISL- All,dollar,2025-09-01,217.9
RevPAR,Kauai- All,dollar,2025-09-01,286.56
RevPAR,Statewide- Luxury,dollar,2025-09-01,405.0
RevPAR,Waikiki,dollar,2025-09-01,189.51
RevPAR,Wailea,dollar,2025-09-01,362.52
RevPAR,Kohala Coast,dollar,2025-09-01,270.75
RevPAR,Statewide- Upper Upscale,dollar,2025-09-01,215.77
RevPAR,Other Oahu,dollar,2025-09-01,222.89
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-09-01,211.14
RevPAR,Statewide- Upscale,dollar,2025-09-01,146.76
RevPAR,Oahu- Luxury,dollar,2025-09-01,346.4
RevPAR,Other Maui CTY,dollar,2025-09-01,295.4
RevPAR,Statewide- Upper Midscale,dollar,2025-09-01,122.39
RevPAR,Oahu- Upper Upscale,dollar,2025-09-01,212.73
RevPAR,Maui CTY- Luxury,dollar,2025-09-01,412.13
RevPAR,Statewide- Midscale & Economy,dollar,2025-09-01,144.36
RevPAR,Oahu- Upscale,dollar,2025-09-01,143.69
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-09-01,203.17
RevPAR,Oahu- Upper Midscale,dollar,2025-09-01,116.93
RevPAR,Oahu- Midscale & Economy,dollar,2025-09-01,110.18
Occupancy,Statewide- All,percent,2025-10-01,72.8
Occupancy,Oahu- All,percent,2025-10-01,77.3
Occupancy,Maui CTY- All,percent,2025-10-01,65.6
Occupancy,Hawaii ISL- All,percent,2025-10-01,63.9
Occupancy,Kauai- All,percent,2025-10-01,76.0
Occupancy,Statewide- Luxury,percent,2025-10-01,63.7
Occupancy,Waikiki,percent,2025-10-01,78.5
Occupancy,Wailea,percent,2025-10-01,74.0
Occupancy,Kohala Coast,percent,2025-10-01,60.9
Occupancy,Statewide- Upper Upscale,percent,2025-10-01,75.8
Occupancy,Other Oahu,percent,2025-10-01,71.4
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-10-01,65.3
Occupancy,Statewide- Upscale,percent,2025-10-01,72.5
Occupancy,Oahu- Luxury,percent,2025-10-01,54.3
Occupancy,Other Maui CTY,percent,2025-10-01,65.9
Occupancy,Statewide- Upper Midscale,percent,2025-10-01,70.8
Occupancy,Oahu- Upper Upscale,percent,2025-10-01,81.8
Occupancy,Maui CTY- Luxury,percent,2025-10-01,68.0
Occupancy,Statewide- Midscale & Economy,percent,2025-10-01,74.7
Occupancy,Oahu- Upscale,percent,2025-10-01,75.9
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-10-01,65.2
Occupancy,Oahu- Upper Midscale,percent,2025-10-01,74.1
Occupancy,Oahu- Midscale & Economy,percent,2025-10-01,77.9
Avg daily rate,Statewide- All,dollar,2025-10-01,321.79
Avg daily rate,Oahu- All,dollar,2025-10-01,261.15
Avg daily rate,Maui CTY- All,dollar,2025-10-01,433.55
Avg daily rate,Hawaii ISL- All,dollar,2025-10-01,375.58
Avg daily rate,Kauai- All,dollar,2025-10-01,384.27
Avg daily rate,Statewide- Luxury,dollar,2025-10-01,720.83
Avg daily rate,Waikiki,dollar,2025-10-01,248.32
Avg daily rate,Wailea,dollar,2025-10-01,610.21
Avg daily rate,Kohala Coast,dollar,2025-10-01,488.73
Avg daily rate,Statewide- Upper Upscale,dollar,2025-10-01,295.83
Avg daily rate,Other Oahu,dollar,2025-10-01,333.29
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-10-01,349.49
Avg daily rate,Statewide- Upscale,dollar,2025-10-01,212.81
Avg daily rate,Oahu- Luxury,dollar,2025-10-01,678.51
Avg daily rate,Other Maui CTY,dollar,2025-10-01,525.18
Avg daily rate,Statewide- Upper Midscale,dollar,2025-10-01,182.67
Avg daily rate,Oahu- Upper Upscale,dollar,2025-10-01,269.76
Avg daily rate,Maui CTY- Luxury,dollar,2025-10-01,738.46
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-10-01,198.29
Avg daily rate,Oahu- Upscale,dollar,2025-10-01,197.1
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-10-01,331.47
Avg daily rate,Oahu- Upper Midscale,dollar,2025-10-01,154.66
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-10-01,137.91
RevPAR,Statewide- All,dollar,2025-10-01,234.24
RevPAR,Oahu- All,dollar,2025-10-01,201.92
RevPAR,Maui CTY- All,dollar,2025-10-01,284.35
RevPAR,Hawaii ISL- All,dollar,2025-10-01,239.87
RevPAR,Kauai- All,dollar,2025-10-01,292.17
RevPAR,Statewide- Luxury,dollar,2025-10-01,458.85
RevPAR,Waikiki,dollar,2025-10-01,194.88
RevPAR,Wailea,dollar,2025-10-01,451.4
RevPAR,Kohala Coast,dollar,2025-10-01,297.83
RevPAR,Statewide- Upper Upscale,dollar,2025-10-01,224.13
RevPAR,Other Oahu,dollar,2025-10-01,237.89
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-10-01,228.27
RevPAR,Statewide- Upscale,dollar,2025-10-01,154.2
RevPAR,Oahu- Luxury,dollar,2025-10-01,368.27
RevPAR,Other Maui CTY,dollar,2025-10-01,346.02
RevPAR,Statewide- Upper Midscale,dollar,2025-10-01,129.39
RevPAR,Oahu- Upper Upscale,dollar,2025-10-01,220.78
RevPAR,Maui CTY- Luxury,dollar,2025-10-01,501.8
RevPAR,Statewide- Midscale & Economy,dollar,2025-10-01,148.21
RevPAR,Oahu- Upscale,dollar,2025-10-01,149.68
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-10-01,216.15
RevPAR,Oahu- Upper Midscale,dollar,2025-10-01,114.55
RevPAR,Oahu- Midscale & Economy,dollar,2025-10-01,107.41
Occupancy,Statewide- All,percent,2025-11-01,70.2
Occupancy,Oahu- All,percent,2025-11-01,72.9
Occupancy,Maui CTY- All,percent,2025-11-01,66.3
Occupancy,Hawaii ISL- All,percent,2025-11-01,65.0
Occupancy,Kauai- All,percent,2025-11-01,70.4
Occupancy,Statewide- Luxury,percent,2025-11-01,64.1
Occupancy,Waikiki,percent,2025-11-01,73.4
Occupancy,Wailea,percent,2025-11-01,73.7
Occupancy,Kohala Coast,percent,2025-11-01,62.6
Occupancy,Statewide- Upper Upscale,percent,2025-11-01,73.2
Occupancy,Other Oahu,percent,2025-11-01,69.9
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-11-01,65.9
Occupancy,Statewide- Upscale,percent,2025-11-01,68.7
Occupancy,Oahu- Luxury,percent,2025-11-01,57.2
Occupancy,Other Maui CTY,percent,2025-11-01,66.8
Occupancy,Statewide- Upper Midscale,percent,2025-11-01,65.8
Occupancy,Oahu- Upper Upscale,percent,2025-11-01,77.8
Occupancy,Maui CTY- Luxury,percent,2025-11-01,67.0
Occupancy,Statewide- Midscale & Economy,percent,2025-11-01,70.9
Occupancy,Oahu- Upscale,percent,2025-11-01,68.5
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-11-01,66.8
Occupancy,Oahu- Upper Midscale,percent,2025-11-01,64.4
Occupancy,Oahu- Midscale & Economy,percent,2025-11-01,72.5
Avg daily rate,Statewide- All,dollar,2025-11-01,344.96
Avg daily rate,Oahu- All,dollar,2025-11-01,272.12
Avg daily rate,Maui CTY- All,dollar,2025-11-01,472.43
Avg daily rate,Hawaii ISL- All,dollar,2025-11-01,431.04
Avg daily rate,Kauai- All,dollar,2025-11-01,384.19
Avg daily rate,Statewide- Luxury,dollar,2025-11-01,811.27
Avg daily rate,Waikiki,dollar,2025-11-01,258.24
Avg daily rate,Wailea,dollar,2025-11-01,672.84
Avg daily rate,Kohala Coast,dollar,2025-11-01,604.06
Avg daily rate,Statewide- Upper Upscale,dollar,2025-11-01,310.33
Avg daily rate,Other Oahu,dollar,2025-11-01,346.63
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-11-01,371.84
Avg daily rate,Statewide- Upscale,dollar,2025-11-01,209.47
Avg daily rate,Oahu- Luxury,dollar,2025-11-01,703.0
Avg daily rate,Other Maui CTY,dollar,2025-11-01,581.48
Avg daily rate,Statewide- Upper Midscale,dollar,2025-11-01,180.49
Avg daily rate,Oahu- Upper Upscale,dollar,2025-11-01,280.51
Avg daily rate,Maui CTY- Luxury,dollar,2025-11-01,859.58
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-11-01,197.43
Avg daily rate,Oahu- Upscale,dollar,2025-11-01,192.85
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-11-01,345.18
Avg daily rate,Oahu- Upper Midscale,dollar,2025-11-01,148.53
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-11-01,132.71
RevPAR,Statewide- All,dollar,2025-11-01,242.0
RevPAR,Oahu- All,dollar,2025-11-01,198.28
RevPAR,Maui CTY- All,dollar,2025-11-01,313.33
RevPAR,Hawaii ISL- All,dollar,2025-11-01,280.15
RevPAR,Kauai- All,dollar,2025-11-01,270.6
RevPAR,Statewide- Luxury,dollar,2025-11-01,519.83
RevPAR,Waikiki,dollar,2025-11-01,189.64
RevPAR,Wailea,dollar,2025-11-01,495.87
RevPAR,Kohala Coast,dollar,2025-11-01,378.05
RevPAR,Statewide- Upper Upscale,dollar,2025-11-01,227.06
RevPAR,Other Oahu,dollar,2025-11-01,242.44
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-11-01,244.94
RevPAR,Statewide- Upscale,dollar,2025-11-01,143.99
RevPAR,Oahu- Luxury,dollar,2025-11-01,402.19
RevPAR,Other Maui CTY,dollar,2025-11-01,388.54
RevPAR,Statewide- Upper Midscale,dollar,2025-11-01,118.8
RevPAR,Oahu- Upper Upscale,dollar,2025-11-01,218.35
RevPAR,Maui CTY- Luxury,dollar,2025-11-01,576.31
RevPAR,Statewide- Midscale & Economy,dollar,2025-11-01,139.9
RevPAR,Oahu- Upscale,dollar,2025-11-01,132.13
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-11-01,230.63
RevPAR,Oahu- Upper Midscale,dollar,2025-11-01,95.71
RevPAR,Oahu- Midscale & Economy,dollar,2025-11-01,96.21
Occupancy,Statewide- All,percent,2025-12-01,76.1
Occupancy,Oahu- All,percent,2025-12-01,82.0
Occupancy,Maui CTY- All,percent,2025-12-01,67.6
Occupancy,Hawaii ISL- All,percent,2025-12-01,70.1
Occupancy,Kauai- All,percent,2025-12-01,70.2
Occupancy,Statewide- Luxury,percent,2025-12-01,65.2
Occupancy,Waikiki,percent,2025-12-01,82.4
Occupancy,Wailea,percent,2025-12-01,72.4
Occupancy,Kohala Coast,percent,2025-12-01,70.1
Occupancy,Statewide- Upper Upscale,percent,2025-12-01,79.3
Occupancy,Other Oahu,percent,2025-12-01,79.6
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2025-12-01,67.2
Occupancy,Statewide- Upscale,percent,2025-12-01,76.3
Occupancy,Oahu- Luxury,percent,2025-12-01,61.0
Occupancy,Other Maui CTY,percent,2025-12-01,68.0
Occupancy,Statewide- Upper Midscale,percent,2025-12-01,72.4
Occupancy,Oahu- Upper Upscale,percent,2025-12-01,85.0
Occupancy,Maui CTY- Luxury,percent,2025-12-01,66.4
Occupancy,Statewide- Midscale & Economy,percent,2025-12-01,80.3
Occupancy,Oahu- Upscale,percent,2025-12-01,82.9
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2025-12-01,68.1
Occupancy,Oahu- Upper Midscale,percent,2025-12-01,80.8
Occupancy,Oahu- Midscale & Economy,percent,2025-12-01,83.8
Avg daily rate,Statewide- All,dollar,2025-12-01,449.12
Avg daily rate,Oahu- All,dollar,2025-12-01,331.07
Avg daily rate,Maui CTY- All,dollar,2025-12-01,689.08
Avg daily rate,Hawaii ISL- All,dollar,2025-12-01,595.72
Avg daily rate,Kauai- All,dollar,2025-12-01,490.13
Avg daily rate,Statewide- Luxury,dollar,2025-12-01,
Avg daily rate,Waikiki,dollar,2025-12-01,311.95
Avg daily rate,Wailea,dollar,2025-12-01,
Avg daily rate,Kohala Coast,dollar,2025-12-01,825.79
Avg daily rate,Statewide- Upper Upscale,dollar,2025-12-01,386.66
Avg daily rate,Other Oahu,dollar,2025-12-01,432.37
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2025-12-01,525.6
Avg daily rate,Statewide- Upscale,dollar,2025-12-01,254.08
Avg daily rate,Oahu- Luxury,dollar,2025-12-01,992.89
Avg daily rate,Other Maui CTY,dollar,2025-12-01,866.79
Avg daily rate,Statewide- Upper Midscale,dollar,2025-12-01,215.84
Avg daily rate,Oahu- Upper Upscale,dollar,2025-12-01,333.1
Avg daily rate,Maui CTY- Luxury,dollar,2025-12-01,
Avg daily rate,Statewide- Midscale & Economy,dollar,2025-12-01,255.4
Avg daily rate,Oahu- Upscale,dollar,2025-12-01,230.34
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2025-12-01,468.89
Avg daily rate,Oahu- Upper Midscale,dollar,2025-12-01,176.15
Avg daily rate,Oahu- Midscale & Economy,dollar,2025-12-01,169.86
RevPAR,Statewide- All,dollar,2025-12-01,341.58
RevPAR,Oahu- All,dollar,2025-12-01,271.34
RevPAR,Maui CTY- All,dollar,2025-12-01,465.6
RevPAR,Hawaii ISL- All,dollar,2025-12-01,417.86
RevPAR,Kauai- All,dollar,2025-12-01,343.97
RevPAR,Statewide- Luxury,dollar,2025-12-01,795.25
RevPAR,Waikiki,dollar,2025-12-01,257.14
RevPAR,Wailea,dollar,2025-12-01,766.65
RevPAR,Kohala Coast,dollar,2025-12-01,578.86
RevPAR,Statewide- Upper Upscale,dollar,2025-12-01,306.79
RevPAR,Other Oahu,dollar,2025-12-01,343.99
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2025-12-01,353.21
RevPAR,Statewide- Upscale,dollar,2025-12-01,193.85
RevPAR,Oahu- Luxury,dollar,2025-12-01,605.29
RevPAR,Other Maui CTY,dollar,2025-12-01,589.18
RevPAR,Statewide- Upper Midscale,dollar,2025-12-01,156.23
RevPAR,Oahu- Upper Upscale,dollar,2025-12-01,282.98
RevPAR,Maui CTY- Luxury,dollar,2025-12-01,921.11
RevPAR,Statewide- Midscale & Economy,dollar,2025-12-01,205.08
RevPAR,Oahu- Upscale,dollar,2025-12-01,190.85
RevPAR,Maui CTY- Upper Upscale & Upscale,dollar,2025-12-01,319.51
RevPAR,Oahu- Upper Midscale,dollar,2025-12-01,142.36
RevPAR,Oahu- Midscale & Economy,dollar,2025-12-01,142.34
Occupancy,Statewide- All,percent,2026-01-01,75.9
Occupancy,Oahu- All,percent,2026-01-01,77.9
Occupancy,Maui CTY- All,percent,2026-01-01,71.2
Occupancy,Hawaii ISL- All,percent,2026-01-01,76.0
Occupancy,Kauai- All,percent,2026-01-01,75.4
Occupancy,Statewide- Luxury,percent,2026-01-01,71.8
Occupancy,Waikiki,percent,2026-01-01,77.8
Occupancy,Wailea,percent,2026-01-01,78.0
Occupancy,Kohala Coast,percent,2026-01-01,78.9
Occupancy,Statewide- Upper Upscale,percent,2026-01-01,77.8
Occupancy,Other Oahu,percent,2026-01-01,78.2
Occupancy,Lahaina/Kaanapali/Kapalua,percent,2026-01-01,69.7
Occupancy,Statewide- Upscale,percent,2026-01-01,75.9
Occupancy,Oahu- Luxury,percent,2026-01-01,70.7
Occupancy,Other Maui CTY,percent,2026-01-01,73.0
Occupancy,Statewide- Upper Midscale,percent,2026-01-01,74.2
Occupancy,Oahu- Upper Upscale,percent,2026-01-01,78.8
Occupancy,Maui CTY- Luxury,percent,2026-01-01,71.2
Occupancy,Statewide- Midscale & Economy,percent,2026-01-01,78.4
Occupancy,Oahu- Upscale,percent,2026-01-01,81.9
Occupancy,Maui CTY- Upper Upscale & Upscale,percent,2026-01-01,71.4
Occupancy,Oahu- Upper Midscale,percent,2026-01-01,77.4
Occupancy,Oahu- Midscale & Economy,percent,2026-01-01,80.4
Avg daily rate,Statewide- All,dollar,2026-01-01,382.67
Avg daily rate,Oahu- All,dollar,2026-01-01,287.11
Avg daily rate,Maui CTY- All,dollar,2026-01-01,545.68
Avg daily rate,Hawaii ISL- All,dollar,2026-01-01,496.54
Avg daily rate,Kauai- All,dollar,2026-01-01,430.78
Avg daily rate,Statewide- Luxury,dollar,2026-01-01,749.62
Avg daily rate,Waikiki,dollar,2026-01-01,272.39
Avg daily rate,Wailea,dollar,2026-01-01,755.95
Avg daily rate,Kohala Coast,dollar,2026-01-01,681.05
Avg daily rate,Statewide- Upper Upscale,dollar,2026-01-01,349.89
Avg daily rate,Other Oahu,dollar,2026-01-01,362.29
Avg daily rate,Lahaina/Kaanapali/Kapalua,dollar,2026-01-01,436.66
Avg daily rate,Statewide- Upscale,dollar,2026-01-01,239.21
Avg daily rate,Oahu- Luxury,dollar,2026-01-01,512.21
Avg daily rate,Other Maui CTY,dollar,2026-01-01,659.39
Avg daily rate,Statewide- Upper Midscale,dollar,2026-01-01,207.66
Avg daily rate,Oahu- Upper Upscale,dollar,2026-01-01,294.23
Avg daily rate,Maui CTY- Luxury,dollar,2026-01-01,978.53
Avg daily rate,Statewide- Midscale & Economy,dollar,2026-01-01,235.34
Avg daily rate,Oahu- Upscale,dollar,2026-01-01,205.15
Avg daily rate,Maui CTY- Upper Upscale & Upscale,dollar,2026-01-01,408.72
Avg daily rate,Oahu- Upper Midscale,dollar,2026-01-01,167.98
Avg daily rate,Oahu- Midscale & Economy,dollar,2026-01-01,145.02
RevPAR,Statewide- All,dollar,2026-01-01,290.28
RevPAR,Oahu- All,dollar,2026-01-01,223.57
RevPAR,Maui CTY- All,dollar,2026-01-01,388.78
RevPAR,Hawaii ISL- All,dollar,2026-01-01,377.43
RevPAR,Kauai- All,dollar,2026-01-01,324.94
RevPAR,Statewide- Luxury,dollar,2026-01-01,538.18
RevPAR,Waikiki,dollar,2026-01-01,211.95
RevPAR,Wailea,dollar,2026-01-01,589.4
RevPAR,Kohala Coast,dollar,2026-01-01,537.63
RevPAR,Statewide- Upper Upscale,dollar,2026-01-01,272.13
RevPAR,Other Oahu,dollar,2026-01-01,283.15
RevPAR,Lahaina/Kaanapali/Kapalua,dollar,2026-01-01,304.19
RevPAR,Statewide- Upscale,dollar,2026-01-01,181.57
RevPAR,Oahu- Luxury,dollar,2026-01-01,362.3
RevPAR,Other Maui CTY,dollar,2026-01-01,481.21
RevPAR,Statewide- Upper Midscale,dollar,2026-01-01,154.0
RevPAR,Oahu- Upper Upscale,dollar,2026-01-01,231.77
